,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
2484,Male,0,Yes,Yes,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.5,255.5,0
6868,Male,0,No,No,13,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.1,1135.7,1
6542,Male,0,No,No,15,Yes,No,No,No,No,No,No,Month-to-month,76.0,1130.85,1
666,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,69.65,145.15,1
1998,Female,0,Yes,No,2,No,No,No,No,No,Yes,Yes,Month-to-month,44.6,97.1,1
4005,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,24.05,24.05,1
2277,Male,0,No,No,65,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,109.15,6941.2,1
6524,Male,0,No,Yes,10,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.2,930.4,1
6680,Female,0,No,Yes,48,Yes,No,Yes,Yes,Yes,Yes,No,Two year,95.5,4627.85,1
1454,Male,0,Yes,Yes,29,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.65,654.85,0
4055,Male,0,No,No,54,No,Yes,Yes,No,No,No,Yes,Two year,46.2,2431.95,0
5085,Male,0,No,No,39,No,No,No,No,Yes,No,Yes,Month-to-month,40.6,1494.5,0
1359,Female,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.75,889.9,1
1007,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,68.95,119.75,1
3233,Male,1,Yes,No,4,No,No,No,Yes,No,No,No,Month-to-month,29.9,118.25,0
3271,Male,1,Yes,No,12,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.35,1218.55,1
4302,Male,0,No,No,51,Yes,Yes,No,No,No,Yes,No,One year,86.35,4267.15,0
3236,Male,0,No,No,16,Yes,No,Yes,No,No,No,No,Month-to-month,55.3,875.35,0
4988,Female,0,Yes,No,26,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.2,459.6,0
4330,Male,0,No,No,19,Yes,No,Yes,Yes,No,No,No,Month-to-month,78.25,1490.95,1
4787,Female,0,Yes,No,4,Yes,Yes,Yes,No,No,No,No,Month-to-month,54.7,235.05,0
2845,Female,0,No,No,11,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,94.2,999.9,0
4668,Female,0,No,Yes,2,Yes,Yes,No,No,No,No,Yes,Month-to-month,61.2,125.95,0
7030,Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,39.25,0
2438,Female,0,No,No,8,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,103.35,847.3,1
6664,Female,0,No,No,36,Yes,No,Yes,Yes,No,Yes,Yes,One year,104.8,3886.45,0
2335,Male,0,No,No,5,Yes,Yes,No,Yes,No,No,No,Month-to-month,55.8,274.35,0
3758,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,49.55,49.55,0
724,Male,1,Yes,No,33,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.5,3105.55,1
6311,Female,1,No,No,55,Yes,No,No,Yes,No,Yes,Yes,One year,100.15,5409.75,0
1832,Male,1,Yes,No,57,No,No,No,No,No,Yes,Yes,Month-to-month,44.85,2572.95,1
3243,Female,0,No,No,19,No,No,Yes,No,No,No,Yes,Month-to-month,39.7,710.05,0
2003,Female,0,No,No,57,Yes,No,No,Yes,No,Yes,Yes,Two year,95.25,5464.65,1
5609,Male,0,Yes,No,29,Yes,No,Yes,No,No,No,No,Month-to-month,80.15,2265.25,1
3299,Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,117.2,8035.95,0
6750,Male,0,No,No,43,No,Yes,No,Yes,No,No,No,One year,35.2,1463.7,0
2214,Female,0,No,No,14,Yes,No,Yes,No,No,No,Yes,Month-to-month,86.3,1180.95,1
4138,Female,0,No,No,1,Yes,No,No,Yes,No,Yes,No,Month-to-month,85.45,85.45,1
2532,Female,1,No,No,41,Yes,No,No,Yes,Yes,Yes,Yes,One year,101.1,4016.2,0
169,Female,0,Yes,Yes,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.4,321.4,0
3688,Female,0,No,No,41,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.05,3990.6,0
1159,Female,1,Yes,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,80.4,224.05,1
6962,Female,1,Yes,No,27,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,101.25,2754.45,1
4851,Female,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,70.4,204.7,1
6300,Female,0,Yes,Yes,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.9,1680.25,0
6562,Female,1,Yes,No,14,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.2,1369.8,1
6495,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.65,69.65,1
818,Male,0,Yes,No,21,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,111.2,2317.1,1
2086,Male,0,Yes,Yes,17,Yes,No,No,No,No,Yes,No,Month-to-month,80.85,1400.85,1
3013,Female,0,No,No,29,Yes,No,No,No,No,Yes,Yes,One year,71.0,2080.1,0
2062,Female,0,No,No,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,1683.6,0
4898,Female,0,No,No,3,No,No,No,No,No,No,No,Month-to-month,25.25,58.9,1
1784,Female,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.35,77.5,1
2113,Male,0,Yes,Yes,45,Yes,No,Yes,Yes,No,No,Yes,One year,95.0,4368.85,0
1275,Female,0,Yes,No,55,Yes,Yes,Yes,No,Yes,No,No,Two year,56.8,3112.05,0
6970,Male,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,74.35,265.35,1
4959,Female,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,20.15,1
4179,Male,1,No,No,12,Yes,No,No,No,No,No,No,Month-to-month,73.3,828.05,0
6064,Male,0,No,No,1,No,No,No,No,No,Yes,Yes,Month-to-month,45.3,45.3,1
4207,Male,0,No,No,21,No,Yes,No,No,Yes,Yes,No,Month-to-month,43.55,1011.5,0
480,Male,0,Yes,Yes,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.65,225.75,0
5550,Male,1,No,No,21,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.5,429.55,0
595,Female,0,No,No,12,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,61.65,713.75,1
5052,Male,0,No,Yes,18,Yes,No,No,No,No,No,No,Month-to-month,45.65,747.2,0
5315,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.6,45.6,1
5606,Male,0,No,Yes,15,Yes,No,No,Yes,Yes,No,No,One year,55.2,864.55,0
2087,Female,0,No,No,4,No,Yes,Yes,No,No,No,No,Month-to-month,33.65,137.85,1
2634,Male,0,Yes,No,1,Yes,No,No,No,Yes,Yes,No,Month-to-month,84.8,84.8,1
4243,Female,0,No,Yes,40,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,64.1,2460.35,0
6529,Male,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,74.85,156.4,1
1161,Male,0,No,Yes,1,No,No,Yes,No,No,No,No,Month-to-month,31.35,31.35,1
6009,Male,1,Yes,No,53,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,103.85,5485.5,1
4631,Male,0,No,No,5,Yes,No,No,Yes,No,Yes,No,Month-to-month,92.5,452.7,1
2445,Female,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,Month-to-month,74.4,1972.35,0
6599,Female,0,Yes,No,13,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,94.1,1215.6,1
3019,Female,0,Yes,Yes,22,Yes,No,Yes,No,Yes,No,No,Month-to-month,55.15,1206.05,1
1067,Male,0,Yes,No,24,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,89.25,2210.2,0
3088,Male,0,Yes,Yes,46,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,81.0,3846.35,0
4876,Male,0,No,No,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,104.4,1081.45,1
6416,Male,0,No,No,67,No,Yes,No,No,Yes,Yes,No,Two year,43.9,3097.2,0
6502,Female,0,Yes,Yes,44,Yes,Yes,No,No,Yes,No,No,Month-to-month,56.25,2419.55,0
3360,Male,0,No,No,13,Yes,No,No,Yes,No,Yes,No,Month-to-month,83.2,1060.6,1
5173,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,44.8,169.65,0
6036,Female,0,Yes,No,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,110.5,5835.5,0
643,Female,1,No,No,49,Yes,No,Yes,Yes,No,No,Yes,One year,89.85,4287.2,0
303,Female,0,Yes,Yes,68,No,No,Yes,Yes,Yes,Yes,Yes,Two year,60.3,4109.0,0
1163,Female,0,No,No,12,Yes,No,Yes,No,No,Yes,No,Month-to-month,89.75,1052.4,1
1452,Male,1,No,No,52,No,Yes,No,No,No,Yes,Yes,Month-to-month,48.8,2555.05,0
845,Female,0,Yes,Yes,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.55,295.95,0
3544,Male,0,Yes,No,31,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,93.8,3019.5,1
1659,Male,0,Yes,Yes,68,Yes,No,Yes,No,Yes,No,Yes,Two year,70.8,4859.95,0
6494,Female,0,No,Yes,26,No,No,No,Yes,No,No,No,Month-to-month,29.8,786.5,0
5326,Male,0,Yes,Yes,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.0,288.05,1
554,Male,0,No,No,32,Yes,No,Yes,No,No,No,No,Month-to-month,80.35,2596.15,1
6212,Male,0,No,No,15,No,No,No,Yes,No,Yes,Yes,One year,50.75,688.2,0
4118,Female,0,No,No,40,Yes,No,Yes,No,No,No,No,Month-to-month,74.8,2971.7,0
3283,Female,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.35,1442.65,0
1834,Male,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.1,45.1,1
3231,Female,0,No,No,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,84.45,1287.85,0
4311,Female,0,No,No,7,No,No,Yes,No,No,No,Yes,Month-to-month,40.1,293.3,1
5284,Female,1,No,No,5,No,No,No,No,No,Yes,Yes,Month-to-month,45.7,198.0,1
216,Male,0,Yes,Yes,72,No,Yes,Yes,Yes,Yes,No,No,Two year,45.25,3139.8,0
97,Male,0,No,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,21.05,113.85,1
2867,Female,0,No,No,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.45,527.35,0
2640,Male,0,No,No,22,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,94.95,2142.8,0
6637,Male,0,Yes,No,69,Yes,Yes,Yes,No,No,No,No,One year,53.65,3804.4,0
3759,Male,0,No,No,7,Yes,No,No,Yes,No,Yes,No,Month-to-month,89.35,631.85,1
5709,Female,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.3,228.75,0
811,Male,0,No,No,70,Yes,Yes,No,No,Yes,Yes,Yes,Two year,104.0,7250.15,1
51,Female,0,No,No,15,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,99.1,1426.4,1
4322,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.15,123.8,0
5064,Male,0,No,No,2,No,No,Yes,Yes,Yes,No,No,Month-to-month,40.4,77.15,1
4513,Female,1,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,92.45,6440.25,1
1916,Female,0,No,No,44,Yes,No,Yes,Yes,No,No,No,Month-to-month,84.8,3862.55,1
2111,Male,0,Yes,Yes,30,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,21.25,711.9,0
4107,Female,0,Yes,No,72,Yes,Yes,Yes,No,No,No,Yes,Two year,94.45,6921.7,0
3722,Male,0,No,Yes,23,No,Yes,Yes,No,Yes,No,No,One year,40.65,947.4,0
137,Female,0,Yes,Yes,64,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.2,1277.75,0
3869,Male,0,Yes,No,50,Yes,No,Yes,No,No,Yes,Yes,One year,98.25,4858.7,0
5711,Female,1,Yes,No,20,Yes,No,No,Yes,No,Yes,No,Month-to-month,90.8,1951.0,1
3333,Male,0,No,Yes,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.35,212.3,0
2574,Male,1,No,No,39,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.65,3759.05,1
677,Female,0,No,No,2,No,No,No,No,No,No,Yes,Month-to-month,34.7,62.25,1
2364,Male,0,Yes,No,14,Yes,No,Yes,Yes,No,No,No,Month-to-month,82.65,1185.0,0
5368,Female,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,70.3,235.5,1
6733,Male,0,No,No,27,Yes,Yes,No,No,No,No,No,Month-to-month,50.35,1411.35,0
6936,Male,0,Yes,Yes,5,Yes,No,Yes,No,No,No,No,Month-to-month,80.15,385.0,1
3029,Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,One year,48.35,1067.15,1
4936,Female,1,No,No,45,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,97.05,4385.05,0
6054,Female,0,Yes,Yes,36,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,97.35,3457.9,1
6331,Male,0,Yes,Yes,47,No,Yes,No,Yes,Yes,No,No,One year,40.3,1794.8,0
1125,Male,1,Yes,No,39,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.65,4284.8,1
3815,Female,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,74.25,210.3,1
6968,Female,1,No,No,22,Yes,No,No,No,No,No,No,Month-to-month,74.4,1692.6,1
5042,Male,0,Yes,Yes,19,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,344.5,0
2568,Male,0,Yes,Yes,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.35,278.85,0
227,Female,0,Yes,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,55.2,55.2,1
4011,Female,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.65,451.55,0
6583,Female,0,No,No,22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.25,412.55,0
6142,Female,0,Yes,No,42,Yes,No,No,No,No,No,No,Month-to-month,50.25,2203.65,1
4353,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,74.9,74.9,1
2217,Female,0,Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,89.9,5958.85,0
1263,Female,1,Yes,No,68,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.6,6127.6,1
4405,Male,0,Yes,Yes,6,Yes,No,Yes,No,No,No,Yes,Month-to-month,83.55,477.55,1
6113,Male,0,No,No,21,Yes,No,No,No,No,No,No,Month-to-month,75.3,1570.7,0
2745,Male,1,Yes,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,86.05,86.05,1
5465,Female,0,No,No,26,Yes,No,Yes,Yes,No,No,No,One year,56.05,1553.2,0
6662,Female,0,No,No,47,No,Yes,Yes,No,Yes,No,No,One year,39.65,1798.65,0
4700,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,45.85,105.6,0
3352,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,85.45,85.45,1
4274,Male,0,No,No,45,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,18.85,867.3,0
3175,Male,1,Yes,No,17,Yes,No,No,No,No,No,Yes,Month-to-month,81.5,1329.2,1
1983,Male,0,Yes,No,27,Yes,Yes,No,No,Yes,Yes,Yes,One year,80.85,2204.35,0
6786,Female,0,No,No,11,Yes,Yes,No,No,No,No,No,Month-to-month,48.55,501.0,1
1827,Female,0,Yes,Yes,45,No,Yes,No,No,No,Yes,Yes,Month-to-month,50.9,2333.85,0
1420,Female,0,Yes,No,60,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.8,5985.75,0
1721,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,Month-to-month,74.25,639.65,1
2821,Male,1,Yes,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.4,74.4,1
2962,Female,0,Yes,Yes,3,No,No,No,No,Yes,No,No,Month-to-month,31.0,95.05,1
1080,Male,0,No,No,32,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,614.45,0
117,Female,0,Yes,Yes,10,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,100.25,1064.65,1
2669,Female,0,No,No,19,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,95.15,1789.25,1
6740,Female,1,No,No,40,Yes,Yes,Yes,No,No,No,No,Month-to-month,79.2,3233.85,1
83,Female,0,No,No,42,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,103.8,4327.5,0
6926,Female,0,No,No,56,Yes,No,Yes,No,No,No,No,Month-to-month,73.85,4092.85,1
2814,Female,0,Yes,Yes,62,No,Yes,Yes,No,Yes,Yes,No,Two year,48.7,3008.55,0
6981,Female,0,No,No,8,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,65.45,554.45,0
3303,Female,0,No,No,4,Yes,No,Yes,No,No,No,No,Month-to-month,77.95,305.55,1
2202,Male,1,Yes,No,7,Yes,No,No,No,No,No,No,Month-to-month,70.1,467.55,1
3340,Female,1,No,No,5,Yes,No,No,No,No,Yes,No,Month-to-month,83.15,446.05,1
6856,Female,0,Yes,Yes,58,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,1509.9,0
376,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,25.35,25.35,0
989,Male,0,Yes,Yes,34,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.6,678.8,0
6290,Female,0,Yes,No,71,Yes,No,No,No,No,Yes,Yes,Two year,93.7,6585.35,1
1005,Female,1,Yes,No,53,Yes,No,No,No,No,Yes,Yes,One year,95.85,5016.25,0
3562,Male,1,No,No,5,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.8,502.6,1
4165,Male,0,No,No,6,Yes,No,No,No,Yes,No,Yes,Month-to-month,87.95,522.35,0
2429,Male,1,Yes,No,59,Yes,Yes,Yes,Yes,No,No,No,One year,82.95,4903.15,0
220,Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,70.15,268.35,1
1551,Male,0,No,No,22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.25,566.5,0
4681,Male,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,83.85,790.15,1
6999,Male,0,No,No,3,No,Yes,Yes,No,No,No,No,Month-to-month,35.45,106.85,1
475,Male,0,No,No,24,Yes,No,Yes,No,No,No,No,Month-to-month,80.25,1861.5,1
3994,Female,1,Yes,No,54,Yes,No,Yes,No,No,Yes,Yes,One year,101.5,5373.1,1
5634,Female,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.9,19.9,1
5680,Female,1,Yes,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.85,20.85,1
4911,Male,1,Yes,No,72,Yes,Yes,Yes,No,Yes,No,No,Two year,84.8,6141.65,0
6294,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.7,19.7,1
2521,Male,1,Yes,No,36,Yes,No,No,No,No,No,Yes,Month-to-month,85.25,3132.75,1
3517,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,109.5,7534.65,1
3884,Female,0,Yes,No,18,Yes,No,No,No,Yes,Yes,No,Month-to-month,88.85,1594.75,0
660,Female,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,24.25,96.05,1
1265,Male,1,No,Yes,56,Yes,Yes,No,No,No,Yes,Yes,One year,94.8,5264.3,0
1336,Female,0,Yes,No,15,Yes,No,Yes,No,No,No,No,Month-to-month,75.35,1114.55,0
2424,Female,0,No,No,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,112.95,6465.0,1
1070,Female,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,69.75,144.55,1
6273,Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.65,142.35,1
5942,Female,0,Yes,No,9,No,No,No,Yes,No,Yes,Yes,Month-to-month,48.75,442.2,1
4995,Female,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,75.1,552.95,1
6508,Female,0,Yes,Yes,42,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.2,4186.3,1
481,Female,0,Yes,No,48,No,Yes,No,Yes,No,No,Yes,Month-to-month,45.3,2145.0,1
1387,Male,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.3,1643.25,0
2328,Female,1,Yes,No,35,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,102.05,3452.55,0
6991,Female,0,No,No,8,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.65,778.1,1
5697,Female,0,Yes,No,70,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,109.5,7674.55,1
3851,Female,0,Yes,Yes,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.25,864.2,0
2188,Female,0,No,No,29,No,No,No,No,Yes,No,No,Month-to-month,31.2,926.2,0
523,Female,0,No,No,23,Yes,No,No,No,No,No,No,Month-to-month,75.6,1758.6,1
3968,Female,0,Yes,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,1423.65,0
4495,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.1,70.1,1
4499,Female,0,No,Yes,12,Yes,Yes,No,No,No,No,No,Month-to-month,78.3,909.25,1
925,Female,0,Yes,Yes,32,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,76.3,2404.15,0
672,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,75.05,75.05,1
557,Male,0,No,No,38,Yes,Yes,Yes,No,Yes,Yes,No,One year,70.6,2708.2,0
3467,Male,1,No,No,5,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.4,449.75,1
6223,Female,0,Yes,Yes,7,Yes,No,No,No,No,No,No,Month-to-month,69.0,506.9,1
5871,Male,0,No,No,24,Yes,Yes,No,No,No,No,No,Month-to-month,55.65,1400.55,1
5811,Male,0,Yes,No,61,Yes,No,Yes,Yes,No,Yes,Yes,Two year,80.9,4932.5,0
4478,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,54.2,140.4,0
4918,Male,0,Yes,Yes,51,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1086.75,0
6482,Male,0,No,No,1,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.45,101.45,1
255,Female,0,Yes,Yes,67,No,No,Yes,Yes,Yes,Yes,Yes,Two year,59.55,4103.9,0
1863,Male,0,Yes,No,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.1,171.0,0
6488,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.5,69.5,1
4902,Female,0,No,No,24,Yes,Yes,No,No,Yes,No,No,Month-to-month,56.35,1381.2,0
5924,Male,0,Yes,Yes,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.65,1218.45,0
1574,Female,0,No,Yes,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.65,270.6,0
1109,Male,0,Yes,No,40,Yes,No,Yes,No,No,No,No,Month-to-month,50.15,2058.5,0
5246,Female,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,79.75,164.5,1
5424,Male,1,Yes,No,65,Yes,Yes,Yes,No,No,Yes,No,Two year,92.7,5968.4,0
5007,Male,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.6,541.5,0
2497,Female,0,Yes,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,93.45,0
842,Female,0,Yes,Yes,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.8,229.6,1
586,Male,0,No,No,52,Yes,Yes,Yes,No,No,Yes,No,Two year,63.25,3342.45,0
2664,Male,0,Yes,Yes,62,Yes,Yes,Yes,No,No,Yes,No,One year,94.95,5791.85,0
4123,Male,1,Yes,No,34,Yes,No,No,No,No,No,No,Month-to-month,71.55,2427.35,0
5399,Female,0,No,No,50,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.75,989.05,0
3588,Male,0,Yes,No,9,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,69.05,653.95,0
6864,Female,1,No,No,3,No,No,No,No,No,No,No,Month-to-month,25.3,77.75,1
2627,Female,0,No,No,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.7,826.1,0
496,Male,0,Yes,No,28,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,60.9,1785.65,0
1743,Male,0,Yes,No,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.85,1583.5,0
3461,Female,0,Yes,Yes,55,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.7,3131.8,0
5120,Male,0,Yes,Yes,7,Yes,Yes,No,No,No,No,No,One year,49.75,331.3,1
6625,Female,1,No,No,12,Yes,No,Yes,No,No,Yes,No,Month-to-month,91.3,1094.5,1
6654,Female,0,Yes,No,7,Yes,No,No,No,No,Yes,No,Month-to-month,86.5,582.5,1
559,Male,0,No,No,1,Yes,No,No,No,Yes,No,No,Month-to-month,49.3,49.3,0
755,Male,1,No,No,20,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.55,1842.8,1
4663,Female,1,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,74.9,321.75,1
2079,Male,0,Yes,Yes,70,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,106.05,7554.05,0
3157,Male,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,44.95,431.0,1
411,Female,0,Yes,No,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.45,1066.15,0
6155,Male,0,Yes,No,5,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.35,126.05,1
5787,Female,0,No,No,36,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,87.55,3078.1,1
6440,Female,0,No,No,32,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.35,3334.9,0
173,Female,0,Yes,No,53,Yes,No,No,Yes,No,Yes,Yes,One year,94.85,5000.2,1
